update_count        point_num           cluster_time        segmentation_time   match_time          total_time
1                   2087                0.00564088          0.00231634          6.8141e-05          0.00952731
2                   2180                0.00599724          0.00222098          9.78225e-05         0.0098246
3                   2155                0.00619776          0.0021676           8.7461e-05          0.00998088
4                   2049                0.00616246          0.002136            8.71438e-05         0.00992157
5                   2126                0.00631415          0.00219904          9.45228e-05         0.0101182
6                   2113                0.0059976           0.00207943          8.9839e-05          0.00963513
7                   2007                0.00575105          0.001983            8.686e-05           0.00926755
8                   1906                0.00635334          0.00204744          8.9206e-05          0.00996239
9                   2054                0.00606045          0.00196441          8.45097e-05         0.0095331
10                  1843                0.00596644          0.00194398          8.41602e-05         0.00944258
11                  2004                0.00580215          0.00189119          8.15548e-05         0.00918246
12                  1870                0.00559902          0.00183208          7.89729e-05         0.00887567
13                  1801                0.00541236          0.00177918          7.69257e-05         0.00859837
14                  1866                0.00529477          0.00177828          7.64546e-05         0.00842477
15                  1404                0.0051204           0.00173997          7.76038e-05         0.00815102
16                  1735                0.00501098          0.00172387          8.09204e-05         0.00798603
17                  1823                0.00492321          0.00170828          8.25472e-05         0.00784854
18                  2104                0.00488864          0.0017147           8.41381e-05         0.0077843
19                  2202                0.00486977          0.00172301          8.77306e-05         0.00775909
20                  1813                0.00480013          0.00169354          8.814e-05           0.00765751
21                  1403                0.00471018          0.0016665           8.84232e-05         0.00753494
22                  1998                0.00467457          0.00166118          9.03992e-05         0.00749511
23                  2137                0.00465646          0.00166534          9.00913e-05         0.00747156
24                  2147                0.00463147          0.00167669          9.13919e-05         0.00744175
25                  1969                0.00459657          0.00167526          9.25753e-05         0.00739253
26                  2039                0.00456678          0.00167772          9.28335e-05         0.00737187
27                  2019                0.00453713          0.00167408          9.30004e-05         0.00733727
28                  2118                0.00452167          0.00167901          9.38287e-05         0.00732247
29                  1983                0.00449097          0.00167747          9.37647e-05         0.00728881
30                  1672                0.00447408          0.0016715           9.3912e-05          0.00725476
31                  2191                0.00448351          0.00168604          9.41069e-05         0.00730139
32                  2189                0.00448795          0.00169354          9.4186e-05          0.00732402
33                  2106                0.00448314          0.0016959           9.36785e-05         0.00732012
34                  1831                0.00446141          0.00168989          9.36793e-05         0.00727314
35                  2331                0.00446673          0.00169645          9.41528e-05         0.00727519
36                  2182                0.00446398          0.00169744          9.41201e-05         0.00726632
37                  2378                0.00448331          0.00170942          9.51971e-05         0.00729376
38                  3013                0.00454269          0.00174139          9.58247e-05         0.00737725
39                  2935                0.00458931          0.0017669           9.79372e-05         0.00744357
